# Team 0: PlayerAgent, Team 1: PlayerAgent
hand_number,street,active_team,team_0_bankroll,team_1_bankroll,action_type,action_amount,team_0_cards,team_1_cards,board_cards,team_0_discarded,team_1_discarded,team_0_bet,team_1_bet
13,River,0,45,-45,RAISE,88,"['5d', '4h']","['Ah', '5s']","['9d', '7d', '2d', '6h', '8d']",,4s,5,5
13,River,1,45,-45,FOLD,0,"['5d', '4h']","['Ah', '5s']","['9d', '7d', '2d', '6h', '8d']",,4s,5,5
14,Pre-Flop,0,50,-50,RAISE,2,"['As', '4s']","['7s', 'Ad']","['6s', '2h']",,,1,1
14,Pre-Flop,1,50,-50,RAISE,8,"['As', '4s']","['7s', 'Ad']","['6s', '2h']",,,2,2
14,Pre-Flop,0,50,-50,RAISE,13,"['As', '4s']","['7s', 'Ad']","['6s', '2h']",,,4,4
14,Pre-Flop,1,50,-50,CALL,0,"['As', '4s']","['7s', 'Ad']","['6s', '2h']",,,12,12
14,Flop,0,50,-50,RAISE,75,"['As', '4s']","['7s', 'Ad']","['6s', '2h', '5s']",,,25,25
14,Flop,1,50,-50,DISCARD,0,"['As', '4s']","['7s', 'Ad']","['6s', '2h', '5s']",,,25,25
14,Flop,1,50,-50,FOLD,0,"['As', '4s']","['7s', '2s']","['6s', '2h', '5s']",,Ad,25,25
15,Pre-Flop,1,75,-75,RAISE,3,"['6s', '7h']","['5d', '9d']","['2s', 'Ad']",,,1,1
15,Pre-Flop,0,75,-75,RAISE,5,"['6s', '7h']","['5d', '9d']","['2s', 'Ad']",,,2,2
15,Pre-Flop,1,75,-75,CALL,0,"['6s', '7h']","['5d', '9d']","['2s', 'Ad']",,,5,5
15,Flop,1,75,-75,RAISE,45,"['6s', '7h']","['5d', '9d']","['2s', 'Ad', '9h']",,,10,10
15,Flop,0,75,-75,CALL,0,"['6s', '7h']","['5d', '9d']","['2s', 'Ad', '9h']",,,10,10
15,Turn,1,75,-75,RAISE,45,"['6s', '7h']","['5d', '9d']","['2s', 'Ad', '9h', '4d']",,,55,55
15,Turn,0,75,-75,CALL,0,"['6s', '7h']","['5d', '9d']","['2s', 'Ad', '9h', '4d']",,,55,55
15,River,1,75,-75,CHECK,0,"['6s', '7h']","['5d', '9d']","['2s', 'Ad', '9h', '4d', '6h']",,,100,100
15,River,0,75,-75,CHECK,0,"['6s', '7h']","['5d', '9d']","['2s', 'Ad', '9h', '4d', '6h']",,,100,100
16,Pre-Flop,0,-25,25,CALL,0,"['9s', '3h']","['As', '3d']","['5d', '7d']",,,1,1
16,Pre-Flop,1,-25,25,CHECK,0,"['9s', '3h']","['As', '3d']","['5d', '7d']",,,2,2
16,Flop,0,-25,25,DISCARD,0,"['9s', '3h']","['As', '3d']","['5d', '7d', '8h']",,,2,2
16,Flop,0,-25,25,CHECK,0,"['9s', '3s']","['As', '3d']","['5d', '7d', '8h']",3h,,2,2
16,Flop,1,-25,25,RAISE,4,"['9s', '3s']","['As', '3d']","['5d', '7d', '8h']",3h,,2,2
16,Flop,0,-25,25,CALL,0,"['9s', '3s']","['As', '3d']","['5d', '7d', '8h']",3h,,2,2
16,Turn,0,-25,25,CHECK,0,"['9s', '3s']","['As', '3d']","['5d', '7d', '8h', '4h']",3h,,6,6
16,Turn,1,-25,25,CHECK,0,"['9s', '3s']","['As', '3d']","['5d', '7d', '8h', '4h']",3h,,6,6
16,River,0,-25,25,CHECK,0,"['9s', '3s']","['As', '3d']","['5d', '7d', '8h', '4h', '7h']",3h,,6,6
16,River,1,-25,25,CHECK,0,"['9s', '3s']","['As', '3d']","['5d', '7d', '8h', '4h', '7h']",3h,,6,6
17,Pre-Flop,1,-31,31,CALL,0,"['Ah', '9d']","['7s', '4d']","['9h', 'As']",,,1,1
17,Pre-Flop,0,-31,31,RAISE,6,"['Ah', '9d']","['7s', '4d']","['9h', 'As']",,,2,2
17,Pre-Flop,1,-31,31,DISCARD,0,"['Ah', '9d']","['7s', '4d']","['9h', 'As']",,,2,2
17,Pre-Flop,1,-31,31,CALL,0,"['Ah', '9d']","['7s', '6s']","['9h', 'As']",,4d,2,2
17,Flop,1,-31,31,CHECK,0,"['Ah', '9d']","['7s', '6s']","['9h', 'As', '4h']",,4d,8,8
17,Flop,0,-31,31,RAISE,69,"['Ah', '9d']","['7s', '6s']","['9h', 'As', '4h']",,4d,8,8
17,Flop,1,-31,31,FOLD,0,"['Ah', '9d']","['7s', '6s']","['9h', 'As', '4h']",,4d,8,8
18,Pre-Flop,0,-23,23,RAISE,3,"['8h', '7h']","['7s', '8d']","['2d', '4s']",,,1,1
18,Pre-Flop,1,-23,23,RAISE,8,"['8h', '7h']","['7s', '8d']","['2d', '4s']",,,2,2
18,Pre-Flop,0,-23,23,RAISE,17,"['8h', '7h']","['7s', '8d']","['2d', '4s']",,,5,5
18,Pre-Flop,1,-23,23,FOLD,0,"['8h', '7h']","['7s', '8d']","['2d', '4s']",,,13,13
19,Pre-Flop,1,-10,10,DISCARD,0,"['5d', '8h']","['9h', '2d']","['5s', 'As']",,,1,1
19,Pre-Flop,1,-10,10,RAISE,4,"['5d', '8h']","['9h', 'Ah']","['5s', 'As']",,2d,1,1
19,Pre-Flop,0,-10,10,CALL,0,"['5d', '8h']","['9h', 'Ah']","['5s', 'As']",,2d,2,2
19,Flop,1,-10,10,RAISE,38,"['5d', '8h']","['9h', 'Ah']","['5s', 'As', '5h']",,2d,6,6
19,Flop,0,-10,10,RAISE,56,"['5d', '8h']","['9h', 'Ah']","['5s', 'As', '5h']",,2d,6,6
19,Flop,1,-10,10,FOLD,0,"['5d', '8h']","['9h', 'Ah']","['5s', 'As', '5h']",,2d,44,44
20,Pre-Flop,0,34,-34,CALL,0,"['4d', '9h']","['5s', '8d']","['4s', 'Ah']",,,1,1
20,Pre-Flop,1,34,-34,DISCARD,0,"['4d', '9h']","['5s', '8d']","['4s', 'Ah']",,,2,2
20,Pre-Flop,1,34,-34,RAISE,5,"['4d', '9h']","['6h', '8d']","['4s', 'Ah']",,5s,2,2
20,Pre-Flop,0,34,-34,CALL,0,"['4d', '9h']","['6h', '8d']","['4s', 'Ah']",,5s,2,2
20,Flop,0,34,-34,CHECK,0,"['4d', '9h']","['6h', '8d']","['4s', 'Ah', '3d']",,5s,7,7
20,Flop,1,34,-34,CHECK,0,"['4d', '9h']","['6h', '8d']","['4s', 'Ah', '3d']",,5s,7,7
20,Turn,0,34,-34,RAISE,27,"['4d', '9h']","['6h', '8d']","['4s', 'Ah', '3d', 'As']",,5s,7,7
20,Turn,1,34,-34,FOLD,0,"['4d', '9h']","['6h', '8d']","['4s', 'Ah', '3d', 'As']",,5s,7,7
21,Pre-Flop,1,41,-41,CALL,0,"['6s', 'As']","['7h', '4s']","['8h', '5d']",,,1,1
21,Pre-Flop,0,41,-41,RAISE,5,"['6s', 'As']","['7h', '4s']","['8h', '5d']",,,2,2
21,Pre-Flop,1,41,-41,DISCARD,0,"['6s', 'As']","['7h', '4s']","['8h', '5d']",,,2,2
21,Pre-Flop,1,41,-41,CALL,0,"['6s', 'As']","['7h', '3s']","['8h', '5d']",,4s,2,2
21,Flop,1,41,-41,CHECK,0,"['6s', 'As']","['7h', '3s']","['8h', '5d', '4d']",,4s,7,7
21,Flop,0,41,-41,RAISE,16,"['6s', 'As']","['7h', '3s']","['8h', '5d', '4d']",,4s,7,7
21,Flop,1,41,-41,FOLD,0,"['6s', 'As']","['7h', '3s']","['8h', '5d', '4d']",,4s,7,7
22,Pre-Flop,0,48,-48,CALL,0,"['3h', '8h']","['4h', 'As']","['8s', 'Ah']",,,1,1
22,Pre-Flop,1,48,-48,RAISE,4,"['3h', '8h']","['4h', 'As']","['8s', 'Ah']",,,2,2
22,Pre-Flop,0,48,-48,CALL,0,"['3h', '8h']","['4h', 'As']","['8s', 'Ah']",,,2,2
22,Flop,0,48,-48,RAISE,43,"['3h', '8h']","['4h', 'As']","['8s', 'Ah', '2h']",,,6,6
22,Flop,1,48,-48,FOLD,0,"['3h', '8h']","['4h', 'As']","['8s', 'Ah', '2h']",,,6,6
23,Pre-Flop,1,54,-54,DISCARD,0,"['Ah', '2s']","['6s', '2h']","['3s', 'Ad']",,,1,1
23,Pre-Flop,1,54,-54,CALL,0,"['Ah', '2s']","['6s', '5d']","['3s', 'Ad']",,2h,1,1
23,Pre-Flop,0,54,-54,CHECK,0,"['Ah', '2s']","['6s', '5d']","['3s', 'Ad']",,2h,2,2
23,Flop,1,54,-54,CHECK,0,"['Ah', '2s']","['6s', '5d']","['3s', 'Ad', '5h']",,2h,2,2
23,Flop,0,54,-54,RAISE,7,"['Ah', '2s']","['6s', '5d']","['3s', 'Ad', '5h']",,2h,2,2
23,Flop,1,54,-54,CALL,0,"['Ah', '2s']","['6s', '5d']","['3s', 'Ad', '5h']",,2h,2,2
23,Turn,1,54,-54,CHECK,0,"['Ah', '2s']","['6s', '5d']","['3s', 'Ad', '5h', '8h']",,2h,9,9
